grade,num_tested,pct_ccr,pct_glp,school_code,subgroup,subject,type,year,school_name,district_name,County name
ALL,353,39.9,50.7,30304,ALL,ALL,ALL,2015,Alleghany High,Alleghany County School District,Alleghany
ALL,348,46,59.2,30304,ALL,ALL,ALL,2014,Alleghany High,Alleghany County School District,Alleghany
ALL,362,46.7,58.6,30304,ALL,ALL,ALL,2013,Alleghany High,Alleghany County School District,Alleghany
ALL,328,50,62.2,30308,ALL,ALL,ALL,2017,Glade Creek Elementary,Alleghany County School District,Alleghany
ALL,357,46.8,58,30308,ALL,ALL,ALL,2016,Glade Creek Elementary,Alleghany County School District,Alleghany
ALL,370,49.5,57.6,30308,ALL,ALL,ALL,2015,Glade Creek Elementary,Alleghany County School District,Alleghany
ALL,390,53.1,66.4,30308,ALL,ALL,ALL,2014,Glade Creek Elementary,Alleghany County School District,Alleghany
ALL,407,47.4,58.7,30308,ALL,ALL,ALL,2013,Glade Creek Elementary,Alleghany County School District,Alleghany
ALL,231,61.9,75.8,30316,ALL,ALL,ALL,2017,Piney Creek Elementary,Alleghany County School District,Alleghany
ALL,259,58.3,66.8,30316,ALL,ALL,ALL,2016,Piney Creek Elementary,Alleghany County School District,Alleghany
ALL,248,62.9,74.6,30316,ALL,ALL,ALL,2015,Piney Creek Elementary,Alleghany County School District,Alleghany
ALL,285,69.8,79.3,30316,ALL,ALL,ALL,2014,Piney Creek Elementary,Alleghany County School District,Alleghany
ALL,263,67.7,79.1,30316,ALL,ALL,ALL,2013,Piney Creek Elementary,Alleghany County School District,Alleghany
ALL,848,44.3,52.7,30320,ALL,ALL,ALL,2017,Sparta Elementary,Alleghany County School District,Alleghany
ALL,836,43.5,52.6,30320,ALL,ALL,ALL,2016,Sparta Elementary,Alleghany County School District,Alleghany
ALL,843,50.4,61.9,30320,ALL,ALL,ALL,2015,Sparta Elementary,Alleghany County School District,Alleghany
ALL,929,48.7,58.6,30320,ALL,ALL,ALL,2014,Sparta Elementary,Alleghany County School District,Alleghany
ALL,856,41.7,52.5,30320,ALL,ALL,ALL,2013,Sparta Elementary,Alleghany County School District,Alleghany
ALL,172,54.1,69.8,40304,ALL,ALL,ALL,2017,Anson Co. Early College High,Anson County School District,Anson
ALL,139,48.9,70.5,40304,ALL,ALL,ALL,2016,Anson Co. Early College High,Anson County School District,Anson
ALL,146,41.8,61,40304,ALL,ALL,ALL,2015,Anson Co. Early College High,Anson County School District,Anson
ALL,140,45.7,56.4,40304,ALL,ALL,ALL,2014,Anson Co. Early College High,Anson County School District,Anson
ALL,144,29.2,47.2,40304,ALL,ALL,ALL,2013,Anson Co. Early College High,Anson County School District,Anson
ALL,87,5,5,40305,ALL,ALL,ALL,2017,Anson Academy,Anson County School District,Anson
ALL,112,5,5,40305,ALL,ALL,ALL,2016,Anson Academy,Anson County School District,Anson
ALL,89,5,5,40305,ALL,ALL,ALL,2015,Anson Academy,Anson County School District,Anson
ALL,53,5,5,40305,ALL,ALL,ALL,2014,Anson Academy,Anson County School District,Anson
ALL,59,5,5.1,40305,ALL,ALL,ALL,2013,Anson Academy,Anson County School District,Anson
ALL,549,23.7,32.2,40306,ALL,ALL,ALL,2017,Anson High School,Anson County School District,Anson
ALL,558,23.5,35.5,40306,ALL,ALL,ALL,2016,Anson High School,Anson County School District,Anson
ALL,544,24.1,34.9,40306,ALL,ALL,ALL,2015,Anson High School,Anson County School District,Anson
ALL,470,11.7,18.5,40306,ALL,ALL,ALL,2014,Anson High School,Anson County School District,Anson
ALL,455,16.9,26.8,40306,ALL,ALL,ALL,2013,Anson High School,Anson County School District,Anson
ALL,238,55,67.6,40308,ALL,ALL,ALL,2017,Ansonville Elementary,Anson County School District,Anson
ALL,265,66.8,78.1,40308,ALL,ALL,ALL,2016,Ansonville Elementary,Anson County School District,Anson
ALL,247,66,74.5,40308,ALL,ALL,ALL,2015,Ansonville Elementary,Anson County School District,Anson
ALL,279,54.5,65.2,40308,ALL,ALL,ALL,2014,Ansonville Elementary,Anson County School District,Anson
ALL,325,44.9,53.2,40308,ALL,ALL,ALL,2013,Ansonville Elementary,Anson County School District,Anson
ALL,1445,30,38.6,40309,ALL,ALL,ALL,2017,Anson Middle,Anson County School District,Anson
ALL,1177,34.2,43,40309,ALL,ALL,ALL,2016,Anson Middle,Anson County School District,Anson
ALL,1373,28.8,37.4,40309,ALL,ALL,ALL,2015,Anson Middle,Anson County School District,Anson
ALL,1378,29.3,37.2,40309,ALL,ALL,ALL,2014,Anson Middle,Anson County School District,Anson
ALL,1377,26.7,35.7,40309,ALL,ALL,ALL,2013,Anson Middle,Anson County School District,Anson
ALL,179,15.6,29.1,40311,ALL,ALL,ALL,2017,Wadesboro Primary,Anson County School District,Anson
ALL,355,16.6,24.5,40311,ALL,ALL,ALL,2016,Wadesboro Primary,Anson County School District,Anson
ALL,403,18.9,29.8,40311,ALL,ALL,ALL,2015,Wadesboro Primary,Anson County School District,Anson
ALL,397,20.4,27.7,40311,ALL,ALL,ALL,2014,Wadesboro Primary,Anson County School District,Anson
ALL,332,22.9,29.5,40311,ALL,ALL,ALL,2013,Wadesboro Primary,Anson County School District,Anson
ALL,303,30.4,42.6,40316,ALL,ALL,ALL,2017,Lilesville Elementary,Anson County School District,Anson
ALL,388,28.9,42.8,40316,ALL,ALL,ALL,2016,Lilesville Elementary,Anson County School District,Anson
ALL,392,25.3,39.5,40316,ALL,ALL,ALL,2015,Lilesville Elementary,Anson County School District,Anson
ALL,393,23.7,34.4,40316,ALL,ALL,ALL,2014,Lilesville Elementary,Anson County School District,Anson
ALL,437,27,38.2,40316,ALL,ALL,ALL,2013,Lilesville Elementary,Anson County School District,Anson
ALL,225,25.8,34.2,40324,ALL,ALL,ALL,2017,Morven Elementary,Anson County School District,Anson
ALL,247,35.2,45.7,40324,ALL,ALL,ALL,2016,Morven Elementary,Anson County School District,Anson
ALL,269,28.6,40.5,40324,ALL,ALL,ALL,2015,Morven Elementary,Anson County School District,Anson
ALL,282,25.2,35.1,40324,ALL,ALL,ALL,2014,Morven Elementary,Anson County School District,Anson
ALL,284,22.9,31.3,40324,ALL,ALL,ALL,2013,Morven Elementary,Anson County School District,Anson
ALL,534,59.7,70.4,40328,ALL,ALL,ALL,2017,Peachland-Polkton Elem,Anson County School District,Anson
ALL,581,53.9,65.4,40328,ALL,ALL,ALL,2016,Peachland-Polkton Elem,Anson County School District,Anson
ALL,528,56.3,66.1,40328,ALL,ALL,ALL,2015,Peachland-Polkton Elem,Anson County School District,Anson
ALL,574,47,55.2,40328,ALL,ALL,ALL,2014,Peachland-Polkton Elem,Anson County School District,Anson
ALL,628,42.5,53.3,40328,ALL,ALL,ALL,2013,Peachland-Polkton Elem,Anson County School District,Anson
ALL,411,22.6,29.9,40330,ALL,ALL,ALL,2017,Wadesboro Elementary,Anson County School District,Anson
ALL,373,23.3,33.2,40330,ALL,ALL,ALL,2016,Wadesboro Elementary,Anson County School District,Anson
ALL,296,19.3,28,40330,ALL,ALL,ALL,2015,Wadesboro Elementary,Anson County School District,Anson
ALL,289,17.6,26.3,40330,ALL,ALL,ALL,2014,Wadesboro Elementary,Anson County School District,Anson
ALL,395,14.4,24.8,40330,ALL,ALL,ALL,2013,Wadesboro Elementary,Anson County School District,Anson
ALL,76,28.9,47.4,40700,ALL,ALL,ALL,2016,Anson New Tech High,Anson County School District,Anson
ALL,134,14.9,24.6,40700,ALL,ALL,ALL,2015,Anson New Tech High,Anson County School District,Anson
ALL,140,11.4,21.4,40700,ALL,ALL,ALL,2014,Anson New Tech High,Anson County School District,Anson
ALL,119,12.6,26.1,40700,ALL,ALL,ALL,2013,Anson New Tech High,Anson County School District,Anson
ALL,724,48.9,59.9,50302,ALL,ALL,ALL,2017,Ashe County High,Ashe County School District,Ashe
ALL,710,49.9,58.5,50302,ALL,ALL,ALL,2016,Ashe County High,Ashe County School District,Ashe
ALL,746,50.7,61.1,50302,ALL,ALL,ALL,2015,Ashe County High,Ashe County School District,Ashe
ALL,752,48.4,58.8,50302,ALL,ALL,ALL,2014,Ashe County High,Ashe County School District,Ashe
ALL,767,51.6,62.3,50302,ALL,ALL,ALL,2013,Ashe County High,Ashe County School District,Ashe
ALL,1076,64.9,75,50305,ALL,ALL,ALL,2017,Ashe County Middle,Ashe County School District,Ashe
ALL,1154,54.2,62.7,50305,ALL,ALL,ALL,2016,Ashe County Middle,Ashe County School District,Ashe
ALL,1210,53.8,62,50305,ALL,ALL,ALL,2015,Ashe County Middle,Ashe County School District,Ashe
ALL,1241,52.9,63.7,50305,ALL,ALL,ALL,2014,Ashe County Middle,Ashe County School District,Ashe
ALL,1187,57.2,65.6,50305,ALL,ALL,ALL,2013,Ashe County Middle,Ashe County School District,Ashe
ALL,689,58.6,71.3,50310,ALL,ALL,ALL,2017,Blue Ridge Elementary,Ashe County School District,Ashe
ALL,670,53.1,62.4,50310,ALL,ALL,ALL,2016,Blue Ridge Elementary,Ashe County School District,Ashe
ALL,667,51.1,62.1,50310,ALL,ALL,ALL,2015,Blue Ridge Elementary,Ashe County School District,Ashe
ALL,621,47.5,58.3,50310,ALL,ALL,ALL,2014,Blue Ridge Elementary,Ashe County School District,Ashe
ALL,587,39.5,52.1,50310,ALL,ALL,ALL,2013,Blue Ridge Elementary,Ashe County School District,Ashe
ALL,781,63.1,74,50330,ALL,ALL,ALL,2017,Mountain View Elementary,Ashe County School District,Ashe
ALL,751,57.7,67.1,50330,ALL,ALL,ALL,2016,Mountain View Elementary,Ashe County School District,Ashe
ALL,727,58.6,67.7,50330,ALL,ALL,ALL,2015,Mountain View Elementary,Ashe County School District,Ashe
ALL,705,57.3,67.1,50330,ALL,ALL,ALL,2014,Mountain View Elementary,Ashe County School District,Ashe
ALL,749,56.5,66.4,50330,ALL,ALL,ALL,2013,Mountain View Elementary,Ashe County School District,Ashe
ALL,742,60.8,72.6,50335,ALL,ALL,ALL,2017,Westwood Elementary,Ashe County School District,Ashe
ALL,744,57.9,69.6,50335,ALL,ALL,ALL,2016,Westwood Elementary,Ashe County School District,Ashe
ALL,709,56.7,66,50335,ALL,ALL,ALL,2015,Westwood Elementary,Ashe County School District,Ashe
ALL,729,58.4,69.1,50335,ALL,ALL,ALL,2014,Westwood Elementary,Ashe County School District,Ashe
ALL,777,55.9,66.2,50335,ALL,ALL,ALL,2013,Westwood Elementary,Ashe County School District,Ashe
ALL,268,33.6,48.5,60302,ALL,ALL,ALL,2017,Avery County High,Avery County School District,Avery
ALL,275,34.9,51.6,60302,ALL,ALL,ALL,2016,Avery County High,Avery County School District,Avery
ALL,255,27.8,38.4,60302,ALL,ALL,ALL,2015,Avery County High,Avery County School District,Avery
ALL,241,32.4,51.5,60302,ALL,ALL,ALL,2014,Avery County High,Avery County School District,Avery
ALL,271,27.3,38.4,60302,ALL,ALL,ALL,2013,Avery County High,Avery County School District,Avery
ALL,161,59,67.7,60304,ALL,ALL,ALL,2017,Banner Elk Elementary,Avery County School District,Avery
ALL,215,60,68.8,60304,ALL,ALL,ALL,2016,Banner Elk Elementary,Avery County School District,Avery
ALL,198,62.1,70.2,60304,ALL,ALL,ALL,2015,Banner Elk Elementary,Avery County School District,Avery
ALL,205,50.2,60,60304,ALL,ALL,ALL,2014,Banner Elk Elementary,Avery County School District,Avery
ALL,183,59,64.5,60304,ALL,ALL,ALL,2013,Banner Elk Elementary,Avery County School District,Avery
ALL,427,61.1,71.4,60310,ALL,ALL,ALL,2017,Cranberry Middle,Avery County School District,Avery
ALL,447,60.6,70.5,60310,ALL,ALL,ALL,2016,Cranberry Middle,Avery County School District,Avery
ALL,449,58.8,68.4,60310,ALL,ALL,ALL,2015,Cranberry Middle,Avery County School District,Avery
ALL,535,63.4,77,60310,ALL,ALL,ALL,2014,Cranberry Middle,Avery County School District,Avery
ALL,461,54.4,65.9,60310,ALL,ALL,ALL,2013,Cranberry Middle,Avery County School District,Avery
ALL,237,60.8,71.3,60316,ALL,ALL,ALL,2017,Crossnore Elementary,Avery County School District,Avery
ALL,245,68.6,79.6,60316,ALL,ALL,ALL,2016,Crossnore Elementary,Avery County School District,Avery
ALL,220,76.8,85,60316,ALL,ALL,ALL,2015,Crossnore Elementary,Avery County School District,Avery
ALL,230,70.4,80.4,60316,ALL,ALL,ALL,2014,Crossnore Elementary,Avery County School District,Avery
ALL,242,65.3,74.8,60316,ALL,ALL,ALL,2013,Crossnore Elementary,Avery County School District,Avery
ALL,638,55.2,66.1,60318,ALL,ALL,ALL,2017,Avery Middle,Avery County School District,Avery
ALL,677,51.7,61.3,60318,ALL,ALL,ALL,2016,Avery Middle,Avery County School District,Avery
ALL,688,48.4,59.4,60318,ALL,ALL,ALL,2015,Avery Middle,Avery County School District,Avery
ALL,685,48,58,60318,ALL,ALL,ALL,2014,Avery Middle,Avery County School District,Avery
ALL,703,43.5,52.6,60318,ALL,ALL,ALL,2013,Avery Middle,Avery County School District,Avery
ALL,230,51.3,62.6,60322,ALL,ALL,ALL,2017,Freedom Trail Elementary,Avery County School District,Avery
ALL,240,60,71.3,60322,ALL,ALL,ALL,2016,Freedom Trail Elementary,Avery County School District,Avery
ALL,250,56,66,60322,ALL,ALL,ALL,2015,Freedom Trail Elementary,Avery County School District,Avery
ALL,256,52.3,62.9,60322,ALL,ALL,ALL,2014,Freedom Trail Elementary,Avery County School District,Avery
ALL,286,42.3,55.2,60322,ALL,ALL,ALL,2013,Freedom Trail Elementary,Avery County School District,Avery
ALL,341,44.9,58.1,60328,ALL,ALL,ALL,2017,Newland Elementary,Avery County School District,Avery
ALL,330,54.2,67,60328,ALL,ALL,ALL,2016,Newland Elementary,Avery County School District,Avery
ALL,304,53.6,60.9,60328,ALL,ALL,ALL,2015,Newland Elementary,Avery County School District,Avery
ALL,267,39.7,55.8,60328,ALL,ALL,ALL,2014,Newland Elementary,Avery County School District,Avery
ALL,282,39.4,50.4,60328,ALL,ALL,ALL,2013,Newland Elementary,Avery County School District,Avery
ALL,137,43.8,63.5,60332,ALL,ALL,ALL,2017,Riverside Elementary,Avery County School District,Avery
ALL,132,41.7,57.6,60332,ALL,ALL,ALL,2016,Riverside Elementary,Avery County School District,Avery
ALL,116,50,62.1,60332,ALL,ALL,ALL,2015,Riverside Elementary,Avery County School District,Avery
ALL,120,45.8,55.8,60332,ALL,ALL,ALL,2014,Riverside Elementary,Avery County School District,Avery
ALL,132,47,51.5,60332,ALL,ALL,ALL,2013,Riverside Elementary,Avery County School District,Avery
ALL,22,18.2,27.3,60334,ALL,ALL,ALL,2016,Blue Ridge Academy,Avery County School District,Avery
ALL,14,5,7.1,60334,ALL,ALL,ALL,2015,Blue Ridge Academy,Avery County School District,Avery
ALL,17,5,11.8,60334,ALL,ALL,ALL,2014,Blue Ridge Academy,Avery County School District,Avery
ALL,25,5,8,60334,ALL,ALL,ALL,2013,Blue Ridge Academy,Avery County School District,Avery
ALL,38,94.7,94.7,60700,ALL,ALL,ALL,2017,Avery High STEM Academy,Avery County School District,Avery
ALL,83,86.7,94,60700,ALL,ALL,ALL,2016,Avery High STEM Academy,Avery County School District,Avery
ALL,91,64.8,81.3,60700,ALL,ALL,ALL,2015,Avery High STEM Academy,Avery County School District,Avery
ALL,179,65.9,78.8,60700,ALL,ALL,ALL,2014,Avery High STEM Academy,Avery County School District,Avery
ALL,42,64.3,71.4,60700,ALL,ALL,ALL,2013,Avery High STEM Academy,Avery County School District,Avery
ALL,99,75.8,81.8,60701,ALL,ALL,ALL,2017,Avery High Viking Academy,Avery County School District,Avery
ALL,98,68.4,73.5,60701,ALL,ALL,ALL,2016,Avery High Viking Academy,Avery County School District,Avery
ALL,125,63.2,73.6,60701,ALL,ALL,ALL,2015,Avery High Viking Academy,Avery County School District,Avery
ALL,74,9.5,23,60701,ALL,ALL,ALL,2014,Avery High Viking Academy,Avery County School District,Avery
ALL,199,47.7,64.8,60701,ALL,ALL,ALL,2013,Avery High Viking Academy,Avery County School District,Avery
ALL,902,61.6,72.8,70308,ALL,ALL,ALL,2017,Bath Elementary,Beaufort County School District,Beaufort
ALL,967,56,67,70308,ALL,ALL,ALL,2016,Bath Elementary,Beaufort County School District,Beaufort
ALL,950,60,68.8,70308,ALL,ALL,ALL,2015,Bath Elementary,Beaufort County School District,Beaufort
ALL,922,56.2,66.8,70308,ALL,ALL,ALL,2014,Bath Elementary,Beaufort County School District,Beaufort
ALL,929,60.4,70.9,70308,ALL,ALL,ALL,2013,Bath Elementary,Beaufort County School District,Beaufort
ALL,87,5,5.7,70310,ALL,ALL,ALL,2017,B C Ed Tech Center,Beaufort County School District,Beaufort
ALL,87,5,5,70310,ALL,ALL,ALL,2016,B C Ed Tech Center,Beaufort County School District,Beaufort
ALL,105,5,5,70310,ALL,ALL,ALL,2015,B C Ed Tech Center,Beaufort County School District,Beaufort
ALL,94,5,5,70310,ALL,ALL,ALL,2014,B C Ed Tech Center,Beaufort County School District,Beaufort
ALL,70,5,10,70310,ALL,ALL,ALL,2013,B C Ed Tech Center,Beaufort County School District,Beaufort
ALL,153,87.6,95,70311,ALL,ALL,ALL,2017,Beaufort Co Early College High,Beaufort County School District,Beaufort
ALL,163,85.3,93.9,70311,ALL,ALL,ALL,2016,Beaufort Co Early College High,Beaufort County School District,Beaufort
ALL,173,78,91.3,70311,ALL,ALL,ALL,2015,Beaufort Co Early College High,Beaufort County School District,Beaufort
ALL,168,79.2,94,70311,ALL,ALL,ALL,2014,Beaufort Co Early College High,Beaufort County School District,Beaufort
ALL,138,75.4,81.9,70311,ALL,ALL,ALL,2013,Beaufort Co Early College High,Beaufort County School District,Beaufort
ALL,1018,51.3,63.5,70325,ALL,ALL,ALL,2017,Chocowinity Middle,Beaufort County School District,Beaufort
ALL,967,48.4,60.4,70325,ALL,ALL,ALL,2016,Chocowinity Middle,Beaufort County School District,Beaufort
ALL,1032,40.9,51.9,70325,ALL,ALL,ALL,2015,Chocowinity Middle,Beaufort County School District,Beaufort
ALL,1114,46.7,57.5,70325,ALL,ALL,ALL,2014,Chocowinity Middle,Beaufort County School District,Beaufort
ALL,1151,39.4,49.3,70325,ALL,ALL,ALL,2013,Chocowinity Middle,Beaufort County School District,Beaufort
ALL,398,63.3,76.1,70326,ALL,ALL,ALL,2017,Chocowinity Primary,Beaufort County School District,Beaufort
ALL,398,58.5,73.1,70326,ALL,ALL,ALL,2016,Chocowinity Primary,Beaufort County School District,Beaufort
ALL,438,61.6,76.3,70326,ALL,ALL,ALL,2015,Chocowinity Primary,Beaufort County School District,Beaufort
ALL,430,66.5,81.6,70326,ALL,ALL,ALL,2014,Chocowinity Primary,Beaufort County School District,Beaufort
ALL,426,66,77,70326,ALL,ALL,ALL,2013,Chocowinity Primary,Beaufort County School District,Beaufort
ALL,504,46.4,57.5,70327,ALL,ALL,ALL,2017,John C Tayloe Elementary,Beaufort County School District,Beaufort
ALL,538,45.2,56.7,70327,ALL,ALL,ALL,2016,John C Tayloe Elementary,Beaufort County School District,Beaufort
ALL,568,44.2,54.9,70327,ALL,ALL,ALL,2015,John C Tayloe Elementary,Beaufort County School District,Beaufort
ALL,578,41.7,55.7,70327,ALL,ALL,ALL,2014,John C Tayloe Elementary,Beaufort County School District,Beaufort
ALL,598,39.3,50.3,70327,ALL,ALL,ALL,2013,John C Tayloe Elementary,Beaufort County School District,Beaufort
ALL,1334,42.7,53.4,70328,ALL,ALL,ALL,2017,John Small Elementary,Beaufort County School District,Beaufort
ALL,1411,40.5,54.7,70328,ALL,ALL,ALL,2016,John Small Elementary,Beaufort County School District,Beaufort
ALL,1389,44.6,58,70328,ALL,ALL,ALL,2015,John Small Elementary,Beaufort County School District,Beaufort
ALL,1297,36.2,46.7,70328,ALL,ALL,ALL,2014,John Small Elementary,Beaufort County School District,Beaufort
ALL,1303,32.8,41.9,70328,ALL,ALL,ALL,2013,John Small Elementary,Beaufort County School District,Beaufort
ALL,731,37.9,46.8,70329,ALL,ALL,ALL,2017,Northeast Elementary,Beaufort County School District,Beaufort
ALL,724,43.5,54,70329,ALL,ALL,ALL,2016,Northeast Elementary,Beaufort County School District,Beaufort
ALL,795,42.3,52.3,70329,ALL,ALL,ALL,2015,Northeast Elementary,Beaufort County School District,Beaufort
ALL,801,39.3,48.8,70329,ALL,ALL,ALL,2014,Northeast Elementary,Beaufort County School District,Beaufort
ALL,882,42.3,53.1,70329,ALL,ALL,ALL,2013,Northeast Elementary,Beaufort County School District,Beaufort
ALL,328,42.1,52.1,70330,ALL,ALL,ALL,2017,Northside High,Beaufort County School District,Beaufort
ALL,350,32.3,45.1,70330,ALL,ALL,ALL,2016,Northside High,Beaufort County School District,Beaufort
ALL,343,33.8,46.6,70330,ALL,ALL,ALL,2015,Northside High,Beaufort County School District,Beaufort
ALL,360,37.5,47.2,70330,ALL,ALL,ALL,2014,Northside High,Beaufort County School District,Beaufort
ALL,341,32,47.8,70330,ALL,ALL,ALL,2013,Northside High,Beaufort County School District,Beaufort
ALL,1744,38.6,48.1,70338,ALL,ALL,ALL,2017,P S Jones Middle,Beaufort County School District,Beaufort
ALL,1780,39.7,48.1,70338,ALL,ALL,ALL,2016,P S Jones Middle,Beaufort County School District,Beaufort
ALL,1968,39.6,47.3,70338,ALL,ALL,ALL,2015,P S Jones Middle,Beaufort County School District,Beaufort
